Title,Manufacturer,Amps,Voltage,Max. Voltage,Enclosure,Description,Link
70 Amp 3 Pole Circuit Breaker E43B070,ITE,70 amps,600 volts,,,Model  E43B070   Used   70 amps   3   Bolt-On   600 volts   3-phase   Sub-Category : Molded Case  Protection : Thermal Magnetic  Functions : LI - Long-Time and Instantaneous  AIC Rating: 18kA@480V,https://www.lenmark.com//collections/breakers/products/70-amp-3-pole-circuit-breaker-e43b070-3
125 Amp 3 Pole Circuit Breaker LAL36125,SQUARE D,125 amps,600 volts,,,Model  LAL36125   Used   125 amps   LAL   3   Bolt-On   600 volts   3-phase    Protection : Thermal Magnetic  Functions: LI - Long-Time and Instantaneous,https://www.lenmark.com//collections/breakers/products/125-amp-3-pole-circuit-breaker-lal36125-1
70 Amp 2 Pole Circuit Breaker BAB2070,EATON,70 amps,120/240 volts,,,Model  BAB2070   Surplus New   70 amps   BAB   2   Bolt-On   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/70-amp-2-pole-circuit-breaker-bab2070-1
225 Amp Circuit Breaker FD63T225,SIEMENS,225 amps,240 volts,,,Model  FD63T225   Used   225 amps   3   240 volts   3-phase,https://www.lenmark.com//collections/breakers/products/225-amp-circuit-breaker-fd63t225
50 Amp 3 Pole Current Limiter EL3050,WESTINGHOUSE,50 amps,600 volts,,,Model  EL3050   Used   50 amps   EL   3   Bolt-On   600 volts   3-phase   Style: 5678D95G05  Interrupting Capacity: 10kA at 600V,https://www.lenmark.com//collections/breakers/products/50-amp-3-pole-current-limiter-el3050
100 Amp 3 Pole Circuit Breaker FH36100,SQUARE D,100 amps,600 volts,,,Model  FH36100   Used   100 amps   FH   3   Plug-In   600 volts   3-phase   Protection : Thermal Magnetic  Functions: LI - Long-Time and Instantaneous,https://www.lenmark.com//collections/breakers/products/100-amp-3-pole-circuit-breaker-fh36100
150 Amp 3 Pole Circuit Breaker HLA3150T,WESTINGHOUSE,150 amps,600 volts,,,"Model  HLA3150T   Used   150 amps   HLA   3   600 volts   3-phase   Specification:   Style: 455D563G25  Family: MARK 75  Type: HLA  Frame Type: LA, HLA  Protection: Thermal Magnetic  Functions: LI - Long-Time and Instantaneous  Magnetic Trip Adjustment: 750-1500 amp",https://www.lenmark.com//collections/breakers/products/150-amp-3-pole-circuit-breaker-hla3150t
30 Amp 2 Pole Circuit Breaker FA26030AC,SQUARE D,30 amps,600 volts,,,Model  FA26030AC   Used   30 amps   FA   2   Plug-In   600 volts   Single-phase   Specifications:   Molded Case  Family: I-Line  Type: FA  F Frame  Connection: I-Line Style Plug-In  Protection: Thermal Magnetic  Functions: LI - Long-Time and Instantaneous  Interrupting Rating: 18kA @ 480V,https://www.lenmark.com//collections/breakers/products/30-amp-2-pole-circuit-breaker-fa26030ac
400 Amp 3 Pole Circuit Breaker Frame w/ Shunt Trip HLB3400F,WESTINGHOUSE,400 amps,600 volts,,,Model  HLB3400F   CANADA   Used   400 amps   MARK 75   3   Bolt-On   600 volts   3-phase   Specifications:   Style: 5680D03G10  Shunt Trip Style: 2605D15G19  Molded Case  Family: MARK 75  Type: HLB  Protection: Thermal Magnetic  Functions: LI - Long-Time and Instantaneous  Interrupting Rating: 35kA @ 480V,https://www.lenmark.com//collections/breakers/products/400-amp-3-pole-circuit-breaker-frame-w-shunt-trip-hlb3400f
70 Amp 3 Pole Circuit Breaker 999370,SQUARE D,70 amps,600 volts,,,Model  999370   999370   UNITED STATES   Used   70 amps   3   Bolt-On   600 volts   3-phase,https://www.lenmark.com//collections/breakers/products/70-amp-3-pole-circuit-breaker-999372
15 Amp 3 Pole Circuit Breaker FCP340151352,SQUARE D,15 amps,600 volts,,,Model  FCP340151352   Used   15 amps   FCP   3   Bolt-On   600 volts   3-phase   Interrupting Capacity:  100kA at 240V 65kA at 480V,https://www.lenmark.com//collections/breakers/products/15-amp-3-pole-circuit-breaker-fcp340151352
90 Amp 3 Pole Circuit Breaker TED136090,GENERAL ELECTRIC,90 amps,600 volts,,,Model  TED136090   UNITED STATES   Used   90 amps   3   Bolt-On   600 volts   3-phase,https://www.lenmark.com//collections/breakers/products/90-amp-3-pole-circuit-breaker-ted136090
150 Amp 3 Pole Circuit Breaker FB3150,WESTINGHOUSE,150 amps,600 volts,,,Model  FB3150   UNITED STATES   Used   150 amps   3   Bolt-On   600 volts   3-phase,https://www.lenmark.com//collections/breakers/products/150-amp-3-pole-circuit-breaker-fb3150
50A 3-Pole Circuit Breaker BAB3050H,WESTINGHOUSE,50 amps,240 volts,,,Model  BAB3050H   Used   50 amps   BAB   3   Bolt-On   240 volts   3-phase,https://www.lenmark.com//collections/breakers/products/50a-3-pole-circuit-breaker-bab3050h
30 Amp 1 Pole Circuit Breaker B130 (Box of 13),SIEMENS,30 amps,120/240 volts,,,Model  B130   MEXICO   Surplus New   30 amps   1   Bolt-On   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/30-amp-1-pole-circuit-breaker-b130-box-of-13
40 Amp 3 Pole Circuit Breaker NB340,FEDERAL PIONEER,,,,,Model  NB340   Used   Interrupting Rating: 10KA,https://www.lenmark.com//collections/breakers/products/40-amp-3-pole-circuit-breaker-nb340
Stab-Lok 15 Amp 2 Pole Circuit Breaker NC215,FEDERAL PIONEER,15 amps,120/240 volts,,,Model  NC215   Used   15 amps   NC   2   Plug-In   120/240 volts   Single-phase   Interrupting Rating: 10KA,https://www.lenmark.com//collections/breakers/products/stab-lok-15-amp-2-pole-circuit-breaker-nc215-4
60 Amp 3 Pole Circuit Breaker TEY360,GENERAL ELECTRIC,,,,,Model  TEY360   UNITED STATES   Used   Protection: Thermal Magnetic  Interrupting Rating:   14 kA @ 480/277V  65 kA @ 240V,https://www.lenmark.com//collections/breakers/products/60-amp-3-pole-circuit-breaker-tey360
15 Amp 3 Pole Circuit Breaker 600 V Type HMCP,WESTINGHOUSE,15 amps,600 volts,,,Model  HMCP015E0C   CANADA   Used   15 amps   C   3   Bolt-On   600 volts   Style: 8985A91G03,https://www.lenmark.com//collections/breakers/products/15-amp-3-pole-circuit-breaker-600-v-type-hmcp
60 Amp 3 Pole Circuit Breaker FHL36060,SQUARE D,,,,,Model  FHL36060   Used   Interrupting Rating:  18kA @ 600V 25kA @ 480V 65kA @ 240V,https://www.lenmark.com//collections/breakers/products/60-amp-3-pole-circuit-breaker-fhl36060
Stab-Lok 15 Amp 3 Pole Circuit Breaker NB315,FEDERAL PIONEER,15 amps,240 volts,,,Model  NB315   MEXICO   Good   15 amps   NB   3   Bolt-On   240 volts   3-phase   Current Interrupting Rating: 10 kA,https://www.lenmark.com//collections/breakers/products/stab-lok-15-amp-3-pole-circuit-breaker-nb315-1
40 Amp 3 Pole Circuit Breaker F3040,WESTINGHOUSE,40 amps,600 volts,,,Model  F3040   CANADA   Used   40 amps   F   3   Bolt-On   600 volts   3-phase   Style: 371D375G15,https://www.lenmark.com//collections/breakers/products/40-amp-3-pole-circuit-breaker-f3040
100 Amp 3 Pole Circuit Breaker QI3100,SQUARE D,100 amps,240 volts,,,Model  QI3100   Used   100 amps   QI   3   Plug-In   240 volts   3-phase,https://www.lenmark.com//collections/breakers/products/100-amp-3-pole-circuit-breaker-qi3100-1
15 Amp 1 Pole I-Line Circuit Breaker FA17015A,SQUARE D,15 amps,380 volts,,,Model  FA17015A   UNITED STATES   Used   15 amps   FA   1   Bolt-On   380 volts   Single-phase   Voltage: 347  Interrupting Rating: 14kA,https://www.lenmark.com//collections/breakers/products/15-amp-1-pole-i-line-circuit-breaker-fa17015a
15 amp 1 pole GFCI Circuit Breaker THQB1115GF,GENERAL ELECTRIC,,,,,Model  THQB1115GF   SINGAPORE   Used,https://www.lenmark.com//collections/breakers/products/15-amp-1-pole-gfci-circuit-breaker-thqb1115gf
20 Amp 3 Pole Circuit Breaker BAB3020H,EATON,20 amps,240 volts,,,Model  BAB3020H   DOMINICAN REPUBLIC   Used   20 amps   BA   3   Bolt-On   240 volts   Physical Attributes  Circuit Breaker Type: BAB Number of Poles: 3 Type: Quicklag industrial thermal-magnetic circuit breaker  Performance Rating  Amperage Rating: 20A Interrupt Rating: 10kAIC Trip Type: Non-Interchangeable Voltage Rating: 240V-240V  Miscellaneous  Bolt-on mounting,https://www.lenmark.com//collections/breakers/products/20-amp-3-pole-circuit-breaker-bab3020h-5
30 Amp 3 Pole Circuit Breaker FAL34030,SQUARE D,30 amps,240 volts,,,Model  FAL34030   UNITED STATES   Used   30 amps   FAL   3   Bolt-On   240 volts   3-phase  Interrupting Capacity: 10kA at 240VAC,https://www.lenmark.com//collections/breakers/products/30-amp-3-pole-circuit-breaker-fal34030
20 Amp 3 Pole Circuit Breaker BAB3020H,EATON,20 amps,240 volts,,,Model  BAB3020H   DOMINICAN REPUBLIC   Surplus New   20 amps   BA   3   Bolt-On   240 volts  Interrupting Rating: 10 kA @ 240 V,https://www.lenmark.com//collections/breakers/products/20-amp-3-pole-circuit-breaker-bab3020h-1
15 Amp 3 Pole Circuit Breaker FAB36015,SQUARE D,15 amps,600 volts,,,Model  FAB36015   Used   15 amps   FAB   3   Plug-In   600 volts   3-phase   Protection: Thermal Magnetic  Functions: LI - Long-Time and Instantaneous  Interrupting Capacity: 25kA at 480V,https://www.lenmark.com//collections/breakers/products/15-amp-3-pole-circuit-breaker-fab36015
20 Amp 3 Pole Circuit Breaker BAB3020H,EATON,20 amps,240 volts,,,Model  BAB3020H   Used   20 amps   BA   3   Bolt-On   240 volts   3-phase  Interrupting Rating: 10 kA @ 240 V,https://www.lenmark.com//collections/breakers/products/20-amp-3-pole-circuit-breaker-bab3020h-3
50 Amp 3 Pole Circuit Breaker BAB3050H,WESTINGHOUSE,50 amps,240 volts,,,Model  BAB3050H   UNITED STATES   Used   50 amps   BAB   3   Bolt-On   240 volts   3-phase  Interrupting Capacity: 10kA at 240V,https://www.lenmark.com//collections/breakers/products/50-amp-3-pole-circuit-breaker-bab3050h-6
50 Amp 3 Pole Circuit Breaker BAB3050H,WESTINGHOUSE,50 amps,240 volts,,,Model  BAB3050H   UNITED STATES   Used   50 amps   BA   3   Bolt-On   240 volts   3-phase  Interrupting Capacity: 10kA at 240V,https://www.lenmark.com//collections/breakers/products/50-amp-3-pole-circuit-breaker-bab3050h-5
"Thermomagnetic Device Circuit Breaker TMC 83C 35A, 1010303",PHOENIX CONTACT,35 amps,240 volts,,,Model  TMC 83C 35A   CHINA   Surplus New   35 amps   3   240 volts   Mounting: DIN Rail Interrupting Capacity: 10 kA,https://www.lenmark.com//collections/breakers/products/thermomagnetic-device-circuit-breaker-tmc-83c-35a-1010303
15 Amp 3 Pole Circuit Breaker FAL24015,SQUARE D,15 amps,480 volts,,,Model  FAL24015   Used   15 amps   FAL   3   Bolt-On   480 volts   3-phase   Specifications:  Sub-Category: Molded Case Family: FAL Series Type: FAL Connection: Feed-Thru Protection: Thermal Magnetic Functions: LI - Long-Time and Instantaneous AIC Rating: 18kA @ 480V Frame Size: F Frame,https://www.lenmark.com//collections/breakers/products/15-amp-3-pole-circuit-breaker-fal24015
40 Amp 3 Pole Circuit Breaker AB DE-ION,WESTINGHOUSE,40 amps,600 volts,,,Made In  CANADA   Used   40 amps   AB DE-ION   3   Bolt-On   600 volts   3-phase   Frame: F  Style: 1531172,https://www.lenmark.com//collections/breakers/products/40-amp-3-pole-circuit-breaker-ab-de-ion
50 Amp Current limiter TECL36050,GENERAL ELECTRIC,50 amps,600 volts,,,Model  TECL36050   Used   50 amps   3   600 volts   3-phase,https://www.lenmark.com//collections/breakers/products/50-amp-current-limiter-tecl36050
20 Amp 1 Pole Circuit Breaker FA17020A,SQUARE D,20 amps,,,,Model  FA17020A   Used   20 amps   FA   1   Plug-In   Single-phase   Voltage: 347V,https://www.lenmark.com//collections/breakers/products/20-amp-1-pole-circuit-breaker-fa17020a-1
30 Amp 2 Pole Circuit Breaker Type Q,SIEMENS,30 amps,240 volts,,,Model  Q   Used   30 amps   2   Plug-In   240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/30-amp-2-pole-circuit-breaker-type-q
125 Amp 3 Pole Circuit Breaker THQD32125,GENERAL ELECTRIC,125 amps,240 volts,,,Model  THQD32125   Used   125 amps   THQD   3   Bolt-On   240 volts   3-phase   Sub-Category : Molded Case  Protection: Thermal Magnetic  Functions : LI - Long-Time and Instantaneous  AIC Rating: 22kA@240V,https://www.lenmark.com//collections/breakers/products/125-amp-3-pole-circuit-breaker-thqd32125
50 Amp 3 Pole Circuit Breaker BAB3050H,WESTINGHOUSE,50 amps,240 volts,,,Model  BAB3050H   UNITED STATES   Used   50 amps   BA   3   Bolt-On   240 volts   3-phase,https://www.lenmark.com//collections/breakers/products/50-amp-3-pole-circuit-breaker-bab3050h-3
200 Amp 4 Poles Circuit Breaker EQ9685,SIEMENS,200 amps,120/240 volts,,,Model  EQ9685   MEXICO   Used   200 amps   EQ   4   Plug-In   120/240 volts,https://www.lenmark.com//collections/breakers/products/200-amp-4-poles-circuit-breaker-eq9685
15 Amp 3 Pole Circuit Breaker TEC36015,GENERAL ELECTRIC,15 amps,600 volts,,,Model  TEC36015   UNITED STATES   Used   15 amps   TEC   3   Bolt-On   600 volts   3-phase   Specifications:  Sub-Category: Molded Case Family: Mag-Break Type: TEC Connection: Feed-Thru Protection: Magnetic Only Functions: I - Instantaneous AIC Rating: 10kA @ 480V,https://www.lenmark.com//collections/breakers/products/15-amp-3-pole-circuit-breaker-tec36015
250 Amp 3 Pole Circuit Breaker 3VP6231-0HT00,SIEMENS,250 amps,600 volts,,,Model  3VP6231-0HT00   GERMANY   Used   250 amps   3   600 volts   3-phase   Short Circuit Rating: 10 kA,https://www.lenmark.com//collections/breakers/products/250-amp-3-pole-circuit-breaker-3vp6231-0ht00
3 Amp 3 Pole Circuit Breaker FAL36003-11M,SQUARE D,3 amps,600 volts,,,Model  FAL36003-11M   CANADA   Used   3 amps   FAL   3   Bolt-On   600 volts   3-phase   Specifications:  Sub-Category: Molded Case Family: FAL Series Type: FAL Connection: Feed-Thru Protection: Magnetic Only Functions: I - Instantaneous AIC Rating; 18kA @ 480V Frame Size: F Frame,https://www.lenmark.com//collections/breakers/products/3-amp-3-pole-circuit-breaker-fal36003-11m
60 Amp 2 Pole Circuit Breaker NB260,FEDERAL PIONEER,60 amps,120/240 volts,,,Model  NB260   Used   60 amps   NB   2   Bolt-On   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/60-amp-2-pole-circuit-breaker-nb260
20 Amp 2 Pole Circuit Breaker BLG220,SIEMENS,20 amps,120 volts,,,"Model  BLG220   Used   20 amps   2   Bolt-On   120 volts   Single-phase   No   No   Interrupting Rating: 10,000 Amps Max RMS Sym. Type: HACR",https://www.lenmark.com//collections/breakers/products/20-amp-2-pole-hacr-type-molded-case-circuit-breaker-type-blg-bg220
63 Amp Circuit Breaker N6-63,KLOCKNER-MOELLER,63 amps,690 volts,,,Model  N6-63   Used   63 amps   3   Bolt-On   690 volts,https://www.lenmark.com//collections/breakers/products/63-amp-circuit-breaker-n6-63
150 Amp 3 Pole Circuit Breaker Q2L3150,SQUARE D,150 amps,240 volts,,,Model  Q2L3150   Used   150 amps   Q2   3   Bolt-On   240 volts   3-phase   Specifications:  Sub-Category: Molded Case Family: Q2 Series Type: Q2L Connection: Feed-Thru Protection: Thermal Magnetic Functions: LI - Long-Time and Instantaneous AIC Rating:10kA @ 240V,https://www.lenmark.com//collections/breakers/products/150-amp-3-pole-circuit-breaker-q2l3150-1
100 Amp 2 Pole Circuit Breaker BA2100,CUTLER-HAMMER,100 amps,120/240 volts,,,Model  BA2100   Used   100 amps   BA   2   Bolt-On   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/100-amp-2-pole-circuit-breaker-ba2100
40 Amp 2 Pole Stab-lok Circuit Breaker NB240,FEDERAL PIONEER,40 amps,120/240 volts,,,Model  NB240   Used   40 amps   NB   2   Bolt-On   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/40-amp-2-pole-stab-lok-circuit-breaker-nb240
100 Amp 3 Pole Circuit Breaker 1268C14G04,WESTINGHOUSE,100 amps,600 volts,,,Model  1268C14G04   1990   UNITED STATES   Used   100 amps   AB DE-ION   3   Bolt-On   600 volts,https://www.lenmark.com//collections/breakers/products/100-amp-3-pole-circuit-breaker-ab-de-ion
40 Amp 3 Pole Circuit Breaker EQB340,ITE,40 amps,240 volts,,,Model  EQB340   UNITED STATES   Used   40 amps   EQ-B   3   Bolt-On   240 volts   3-phase,https://www.lenmark.com//collections/breakers/products/40-amp-3-pole-circuit-breaker-hb3-b040
70 Amp 2 Pole Circuit Breaker GI125,CUTLER-HAMMER,70 amps,240/480 volts,,,Model  GI125   Surplus New   70 amps   2   Bolt-On   240/480 volts   Single-phase   No   No,https://www.lenmark.com//collections/breakers/products/70-amp-2-pole-circuit-breaker-gi125
100 Amp 3 Pole Circuit Breaker NZM6b-100,KLOCKNER-MOELLER,100 amps,600 volts,,,Model  NZM6b-100   Used   100 amps   NZM6b   3   Bolt-On   600 volts   3-phase   Interrupting Capacity:  25kA at 240/480V 14kA at 600V,https://www.lenmark.com//collections/breakers/products/100-amp-3-pole-circuit-breaker-nzm6b-100
60 Amp 3 Pole Circuit Breaker BAB3060H,CUTLER-HAMMER,60 amps,240 volts,,,Model  BAB3060H   UNITED STATES   Used   60 amps   BAB   3   Bolt-On   240 volts   3-phase,https://www.lenmark.com//collections/breakers/products/60-amp-3-pole-circuit-breaker-bab3060h-1
100 Amp 3 Pole Circuit Breaker Q3100,SIEMENS,100 amps,240 volts,,,Model  Q3100   MEXICO   Used   100 amps   QP   3   Plug-In   240 volts   3-phase,https://www.lenmark.com//collections/breakers/products/100-amp-3-pole-circuit-breaker-q3100
15 Amp 1 Pole Circuit Breaker BQ1B015 (Box of 12),SIEMENS,15 amps,120/240 volts,,,Model  BQ1B015   MEXICO   Surplus New   15 amps   1   Bolt-On   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/15-amp-1-pole-circuit-breaker-bq1b015-box-of-12
15 Amp 1 Pole GFCI Circuit Breaker BE115,SIEMENS,15 amps,120/240 volts,,,Model  BE115   PHILIPPINES   Surplus New   15 amps   BLE   1   Bolt-On   120/240 volts   Single-phase   Yes  Type: BLE,https://www.lenmark.com//collections/breakers/products/15-amp-1-pole-gfci-circuit-breaker-be115-3
50 Amp 2 Pole Circuit Breaker B250 (Box of 6),SIEMENS,50 amps,120/240 volts,,,Model  B250   MEXICO   Surplus New   50 amps   2   Bolt-On   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/50-amp-2-pole-circuit-breaker-b250-box-of-6
15 Amp 1 Pole GFCI Circuit Breaker BE115,SIEMENS,15 amps,120/240 volts,,,Model  BE115   PHILIPPINES   Surplus New   15 amps   1   Bolt-On   120/240 volts   Single-phase   Yes  Type: BLE,https://www.lenmark.com//collections/breakers/products/15-amp-1-pole-gfci-circuit-breaker-be115-4
15 Amp 1 Pole GFCI Circuit Breaker BE115,SIEMENS,15 amps,120/240 volts,,,Model  BE115   PHILIPPINES   Used   15 amps   1   Bolt-On   120/240 volts   Single-phase   Yes,https://www.lenmark.com//collections/breakers/products/15-amp-1-pole-gfci-circuit-breaker-be115-2
15 Amp 1 Pole GFCI Circuit Breaker BE115,SIEMENS,15 amps,120 volts,,,Model  BE115   PHILIPPINES   Surplus New   15 amps   BLE   1   Bolt-On   120 volts   Single-phase   Yes,https://www.lenmark.com//collections/breakers/products/15-amp-1-pole-gfci-circuit-breaker-be115-1
60 Amp 2 Pole Circuit Breaker BAB2060 240V 1-ph,CUTLER-HAMMER,60 amps,120/240 volts,,,Model  BAB2060   DOMINICAN REPUBLIC   Used   60 amps   BAB   2   Bolt-On   120/240 volts   Single-phase   Protection: Thermal Magnetic   Interrupting Rating: 10kA at 240V,https://www.lenmark.com//collections/breakers/products/60-amp-2-pole-circuit-breaker-bab2060-240v-1-ph
15 Amp 1 Pole Circuit Breaker CHOM115PCAFI,SCHNEIDER ELECTRIC,15 amps,120 volts,,,Model  CHOM115PCAFI   Used   15 amps   CHOM   1   Plug-In   120 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/15-amp-1-pole-circuit-breaker-chom115pcafi
60 Amp 3 Pole Circuit Breaker B360,SIEMENS,60 amps,240 volts,,,Model  B360   Used   60 amps   3   Bolt-On   240 volts  Interrupting Rating: 10 kA @ 240 V,https://www.lenmark.com//collections/breakers/products/60-amp-3-pole-circuit-breaker-b360
20 Amp 1 Pole AFCI Circuit Breaker BRP120AFC,EATON,20 amps,120 volts,,,Model  BRP120AFC   DOMINICAN REPUBLIC   Surplus New   20 amps   1   Plug-In   120 volts   Yes  Interrupting Rating: 10 kA,https://www.lenmark.com//collections/breakers/products/20-amp-1-pole-afci-circuit-breaker-brp120afc
