Title,Manufacturer,Amps,Voltage,Max. Voltage,Bus Ratings,Electrical,Description,Link
Full Voltage Contactor MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   1.5 hp   600   MCC Bucket Specifications:  HP Rating: 1.5HP, 2kW Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 15a  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63B015, 15A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-contactor-mcc-bucket-size-5
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   3 hp   600   MCC Bucket Specifications:  HP Rating: 3HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 5a 54mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A010, 10A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-115
Full Voltage Contactor MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   1.5 hp   600   MCC Bucket Specifications:  HP Rating: 1.5HP, 2kW Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 15a  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63B015, 15A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-contactor-mcc-bucket-size-4
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   1 hp   600   MCC Bucket Specifications:  HP Rating: 1HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 3a 35mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A003, 3A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-114
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   1 hp   600   MCC Bucket Specifications:  HP Rating: 1HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 3a 35mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A003, 3A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-113
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   1 hp   600   MCC Bucket Specifications:  HP Rating: 1HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 3a 35mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A003, 3A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-107
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   1 hp   600   MCC Bucket Specifications:  HP Rating: 1HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 3a 35mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A003, 3A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-105
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   5 hp   600   MCC Bucket Specifications:  HP Rating: 5HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 10a 100mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A010, 10A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-100
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   5 hp   600   MCC Bucket Specifications:  HP Rating: 5HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 00V Max. w/ CETI 10a 100mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A010, 10A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-101
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   3 hp   600   MCC Bucket Specifications:  HP Rating: 3HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 5a 54mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A010, 10A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-112
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   5 hp   600   MCC Bucket Specifications:  HP Rating: 5HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 10a 100mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A010, 10A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-92
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   3 hp   600   MCC Bucket Specifications:  HP Rating: 3HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 5a 54mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A010, 10A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-77
Full Voltage Contactor MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   4 hp   600   MCC Bucket Specifications:  HP Rating: 4HP, 4.5kW Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 15a  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63B015, 15A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-contactor-mcc-bucket-size-3
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   0.5 hp   600   MCC Bucket Specifications:  HP Rating: 0.5HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 2a 22mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A005, 5A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-75
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   5 hp   600   MCC Bucket Specifications:  HP Rating: 5HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 10a 100mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A010, 10A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-72
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   5 hp   600   MCC Bucket Specifications:  HP Rating: 5HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 10a 100mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A010, 10A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-61
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   5 hp   600   MCC Bucket Specifications:  HP Rating: 5HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 10a 100mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A010, 10A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-60
Full Voltage Non-Reversing MCC Bucket Size 1,Lenmark Industries,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   5 hp   600   MCC Bucket Specifications:  HP Rating: 5HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 10a 100mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A010, 10A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-66
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   1 hp   600   MCC Bucket Specifications:  HP Rating: 1HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 3a 35mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A003, 3A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-59
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   5 hp   600   MCC Bucket Specifications:  HP Rating: 5HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 10a 100mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A010, 10A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-56
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   5 hp   600   MCC Bucket Specifications:  HP Rating: 5HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 10a 100mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A010, 10A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-55
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   5 hp   600   MCC Bucket Specifications:  HP Rating: 5HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 10a 100mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A010, 10A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-50
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   1   0.5 hp   600   MCC Bucket Specifications:  HP Rating: 1/2HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 2a 22mag   Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A002, 2A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-44
Full Voltage Contactor MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   7 hp   600   MCC Bucket Specifications:  HP Rating: 7HP, 7.5kW Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 15a  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63B015, 15A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-contactor-mcc-bucket-size-2
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   1   1 hp   600   MCC Bucket Specifications:  HP Rating: 1HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 3a 35mag   Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A003, 3A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-27
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   1   0.5 hp   600   MCC Bucket Specifications:  HP Rating: 1/2HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 2a 22mag   Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63B015, 15A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-29
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   0.25 hp   600   MCC Bucket Specifications:  HP Rating: 0.25HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 1a 9mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A001, 1A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-110
Full Voltage Contactor MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   4 hp   600   MCC Bucket Specifications:  HP Rating: 4HP, 4.5kW Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 15a  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63B015, 15A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-contactor-mcc-bucket-size-1
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   1   3 hp   600   MCC Bucket Specifications:  HP Rating: 3HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 5a 24mag   Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A010, 10A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-24
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   1   5 hp   600   MCC Bucket Specifications:  HP Rating: 5HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 10a 100mag   Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40HP32A, 50HP, 90A, 600VAC SIEMENS Circuit Breaker CED63A050, 50A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-26
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   1   1.5 hp   600   MCC Bucket Specifications:  HP Rating: 1.5HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 3a 35mag   Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A005, 5A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-23
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   1   3 hp   600   MCC Bucket Specifications:  HP Rating: 3HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 5a 54mag   Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A010, 10A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-20
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   1   5 hp   600   MCC Bucket Specifications:  HP Rating: 5HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 10a 100mag   Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker, 10A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-6
Motor Control Cabinet w/ Manual Disconnects 10 hp  & 50 hp Starter,ALLEN-BRADLEY,,,,,,Model  2100-R5052737/01   CANADA   Surplus New   3   50 hp,https://www.lenmark.com//collections/mcc/products/motor-control-cabinet-w-manual-disconnects-10-hp-50-hp-starter
Dual 30A Circuit Breaker MCC Bucket,SIEMENS,,,600,,"600V, 60hz, 3-Ph, 30a","Condition  Used   600   MCC Bucket Specifications:  Electrical: 600V, 60hz, 3-Ph, 30a Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 30a  Components  2 x SIEMENS Circuit Breaker CED63B030, 30A, 600V, 3-Pole",https://www.lenmark.com//collections/mcc/products/dual-30a-circuit-breaker-mcc-bucket
